THE ROLLING STONES,76,07:14,07:45,08:41,08:57,09:11,10:15,10:33,11:28,12:38,13:20,14:23,15:12,07:58
HOLMFIRTH 3 - DARK PEAK 1,74,07:12,07:45,08:39,08:54,09:14,10:32,10:51,11:45,12:55,13:39,14:44,15:37,08:25
NOTTS FIRE AND RESCUE,68,07:06,07:45,08:44,08:58,09:16,10:27,10:45,11:44,12:59,13:49,14:53,15:41,08:35
CARNETHY / HBT,31,06:30,07:06,08:10,08:25,08:48,10:10,10:27,11:34,12:49,13:34,14:40,15:34,09:04
EREWASH VALLEY R.C.,73,07:12,07:52,08:50,09:05,09:25,10:40,10:59,11:57,13:20,14:08,15:19,16:18,09:06
BROADWAY BOMBERS,78,07:16,07:58,09:01,09:16,09:35,10:54,11:12,12:20,13:45,14:32,15:46,16:38,09:22
QUEST XXXB,60,06:58,07:41,08:44,09:00,09:20,10:36,10:57,12:05,13:32,14:22,15:37,16:39,09:41
THRUST 'C',41,06:40,07:22,08:27,08:42,09:03,10:30,10:52,11:56,13:23,14:16,15:27,16:23,09:43
LINCOLN BOUNDERS,69,07:08,07:50,08:55,09:10,09:30,10:56,11:18,12:30,13:58,14:55,16:15,17:17,10:09
THE PARK RUNNERS,70,07:08,07:52,08:55,09:10,09:30,10:55,11:15,12:33,14:03,15:01,16:20,17:20,10:12
THE MOUNTAIN GOATS,16,06:14,07:03,08:15,08:30,08:55,10:28,10:54,12:00,13:28,14:22,15:35,16:33,10:19
LONG EATON R.C. 'A',75,07:14,07:58,09:18,09:37,10:07,11:35,11:56,13:02,14:26,15:21,16:35,17:37,10:23
LONG EATON R.C. 'B',72,07:10,07:49,08:55,09:10,09:35,10:49,11:18,12:56,14:23,15:20,16:35,17:39,10:29
WWW.ACCELERATE.COM/H5,80,07:18,08:06,09:39,09:55,10:25,11:59,12:22,13:35,15:09,16:10,17:23,18:24,11:06
THE LOST SHEEP,57,06:56,07:45,08:57,09:15,09:35,11:08,11:33,12:50,14:27,15:25,16:44,18:06,11:10
EXCALIBUR E.S.U. 'E',49,06:48,07:33,08:42,08:57,09:20,10:51,11:18,12:37,14:15,15:19,16:45,18:01,11:13
PEGASUS ESU 'F',87,07:26,08:15,09:35,09:51,10:17,11:48,12:14,13:35,15:16,16:17,17:44,18:54,11:28
107th SCOUT FELLOWSHIP,35,06:34,07:24,08:41,08:58,09:25,11:01,11:29,12:48,14:33,15:33,16:57,18:07,11:33
PHOENIX NETWORK 'A',65,07:04,07:50,09:01,09:18,09:46,11:18,11:46,13:08,14:46,15:50,17:20,18:43,11:39
EXCALIBUR E.S.U. 'C',29,06:28,07:14,08:28,08:45,09:10,10:40,11:04,12:24,14:03,15:12,16:46,18:08,11:40
BELPERITES,67,07:06,07:59,09:05,09:20,09:47,11:24,11:49,13:14,14:57,16:10,17:37,19:00,11:54
MINUS TWO PLUS ONE,79,07:18,08:07,09:35,09:56,10:25,11:59,12:18,13:45,15:26,16:45,18:10,19:17,11:59
EXCALIBUR E.S.U. 'D',40,06:38,07:32,08:50,09:06,09:34,11:08,11:38,13:00,14:48,15:52,17:30,19:02,12:24
PEGASUS EXPLORER 'A',11,06:10,07:01,08:25,08:44,09:10,10:49,11:17,12:50,14:43,15:51,17:21,18:44,12:34
PEGASUS 'D',46,06:44,07:33,08:56,09:15,09:43,11:37,12:06,13:34,15:23,16:30,18:02,19:20,12:36
EXCALIBUR EXPLORER 'A',7,06:06,06:59,08:27,08:50,09:25,11:12,11:48,13:12,15:00,15:57,17:27,18:57,12:51
LEWY'S LOONIES,28,06:26,07:30,08:55,09:15,09:45,11:33,12:02,13:35,15:37,16:46,18:14,19:38,13:12
27th NORWICH & THE WALKATERS,1,06:00,06:51,08:22,08:45,09:25,11:05,11:37,13:20,15:14,16:22,18:00,19:31,13:31
CALUDON EXPLORER LEADERS,63,07:02,07:49,09:01,09:20,09:45,11:52,12:31,14:03,16:00,17:10,18:54,20:33,13:31
THRUST HORSHAM S.F. 'A',13,06:12,07:05,08:29,08:50,09:17,11:17,11:55,13:33,15:37,16:53,18:25,19:57,13:45
EXCALIBUR E.S.U. 'B',21,06:20,07:19,08:48,09:10,09:35,11:29,12:00,13:35,15:39,16:53,18:40,20:10,13:50
1st HINCHLEY WOOD 'B',5,06:04,07:00,08:26,08:46,09:20,11:09,11:44,13:30,15:28,16:38,18:21,19:58,13:54
ANDY PANDY AND MANDY,32,06:30,07:23,08:44,09:16,10:15,11:59,12:26,14:02,16:05,17:28,19:14,20:54,14:24
THE VALLEY VULTURES,55,06:54,07:55,09:26,09:47,10:23,12:20,12:57,14:46,16:55,18:12,19:46,21:19,14:25
FLANGE NAVIGATORS II,62,07:00,07:14,09:00,09:25,10:15,11:58,12:32,14:30,16:41,18:10,19:50,21:26,14:26
THE TAYLORS,59,06:58,07:56,09:28,09:55,10:32,12:31,13:11,14:52,16:57,18:12,19:50,21:27,14:29
THE IRREGULARS 'A' TEAM,25,06:24,07:17,08:52,09:17,09:57,12:09,12:43,14:37,16:38,17:53,19:25,21:00,14:36
PURBECK PLODDERS,24,06:22,07:16,08:45,09:10,09:45,11:44,12:19,14:06,15:22,17:39,19:25,21:00,14:38
NO SLEEP TIL BUXTON,84,07:22,08:21,09:56,10:18,10:50,13:05,13:42,15:45,17:53,19:06,20:34,22:12,14:50
NOTTS FIRE & RESCUE 'A',77,07:16,08:08,09:39,10:00,10:40,12:30,13:02,14:52,17:11,18:55,20:40,22:11,14:55
FLANGE NAVIGATORS 1,15,06:14,07:14,09:00,09:25,10:15,11:58,12:32,14:30,16:41,18:10,19:50,21:26,15:12
THE OLD MOUNTAIN GOATS,52,06:50,07:54,09:30,09:55,10:30,12:35,13:13,15:02,17:23,18:55,20:40,22:11,15:21
TEAM GROMIT,9,06:08,07:11,08:52,09:15,10:00,11:58,12:36,14:45,16:54,18:16,20:01,21:47,15:39
TEAM WALLACE,8,06:06,07:10,08:52,09:16,09:57,11:56,12:35,14:38,16:51,18:17,19:52,21:47,15:41
VILLAGE OUTCASTS,12,06:10,07:08,08:53,09:15,10:02,11:48,12:28,14:22,16:14,18:15,19:58,21:54,15:44
EALINGERERS,81,07:20,08:22,10:21,10:45,11:20,13:38,14:17,16:25,18:29,19:44,21:42,23:22,16:02
TEAM SLUG,83,07:22,08:21,10:55,11:20,11:55,14:36,14:44,16:42,18:44,19:54,21:45,23:24,16:02
'INSERT NAME HERE',2,06:00,06:58,08:33,09:02,09:37,11:55,12:33,14:45,16:57,18:19,20:13,22:08,16:08
THE MOORLAND MARAUDERS,45,06:44,07:54,09:29,09:54,10:35,12:38,12:28,15:25,17:43,19:06,21:03,22:53,16:09
THE DORSET WOMBLES,34,06:32,07:33,09:12,09:35,10:15,12:18,12:56,14:55,17:00,18:41,20:37,22:46,16:14
HOPE HOUSE SCHOOL 'A',10,06:08,07:08,08:49,09:18,09:47,11:56,12:43,14:35,17:12,18:42,20:26,22:24,16:16
STROALERS,82,07:20,08:22,10:20,10:45,11:20,13:38,14:18,16:25,18:40,20:01,22:00,23:50,16:30
FOUR APRIL FOOLS,18,06:16,07:20,09:09,09:36,10:30,12:29,13:15,15:24,17:43,19:06,21:03,22:49,16:33
2 CASUAL TEAS WITH SUGAR & SPICE,38,06:36,07:45,09:40,10:06,10:46,13:20,14:00,16:10,18:41,19:56,21:47,23:28,16:52
DE OUTSIDERS,58,06:56,07:55,09:55,10:22,11:05,13:41,14:25,16:29,18:46,20:11,22:10,23:50,16:54
1st HINCHLEY WOOD 'C',6,06:04,07:10,09:00,09:30,10:10,12:11,12:53,14:58,17:29,18:58,21:01,22:59,16:55
COOKRIDGE VILLAGE FELLSMAN SCOUTS,39,06:38,07:40,09:25,09:55,10:40,13:10,13:52,15:55,18:29,19:57,22:10,00:07,17:29
HOPE HOUSE SCHOOL 'B',22,06:20,07:19,09:00,09:22,10:09,12:30,13:12,15:28,17:55,19:41,21:44,23:53,17:33
25th SALENDINE NOOK EXPLORERS,85,07:24,08:22,09:57,10:20,10:57,13:18,14:03,16:05,18:34,20:16,22:45,01:01,17:37
SEINFIELD,33,06:32,07:23,08:50,09:12,09:51,12:13,13:09,15:15,17:54,19:44,21:50,00:10,17:38
DAVIS APRIL FOOL TRAVELLERS,53,06:52,07:53,09:58,10:26,11:15,13:40,14:24,16:28,18:47,20:22,22:46,01:13,18:21
JINKS BOYS,51,06:50,07:53,09:59,10:34,11:15,13:40,14:29,16:28,18:50,20:21,22:46,01:13,18:23
1st HINCHLEY WOOD 'A',4,06:02,07:00,08:38,09:04,09:55,12:19,13:05,15:28,17:57,20:16,22:35,00:41,18:39
PEGASUS EXPLORERS 'E',56,06:54,07:58,09:58,10:36,11:00,13:43,14:20,16:29,19:04,20:44,23:20,01:36,18:42
HORSLEY HEROES 'A',26,06:24,07:27,09:27,09:55,10:40,13:24,14:12,16:22,18:57,20:44,23:16,01:28,19:04
NOTTINGHAM HIGH SCHOOL FOR GIRLS,14,06:12,07:22,09:09,09:37,10:30,12:53,13:50,16:05,18:44,20:41,23:18,01:29,19:17
PHOENIX NETWORK'B',88,07:26,08:28,10:35,11:18,11:55,14:17,14:55,17:07,19:24,22:05,00:56,03:11,19:45
TEAM DONK,64,07:02,08:14,10:22,10:54,11:50,15:00,16:02,18:26,21:05,22:51,01:20,03:30,20:28
AND FINALLY YET AGAIN,50,06:48,07:59,10:21,10:52,11:42,14:59,16:02,18:25,21:07,22:51,01:20,03:30,20:42
THE BANSTEAD YOUNG ONES,19,06:18,07:28,09:30,10:00,10:55,13:49,14:47,17:35,20:18,22:05,00:56,03:11,20:53
5 PEAKS,3,06:02,07:07,09:03,09:35,10:35,13:10,13:55,16:35,20:06,22:00,Ret.,Ret.,Retired
JESTERS,23,06:22,07:31,09:45,10:30,11:20,13:38,14:26,16:54,20:06,22:00,Ret.,Ret.,Retired
DOVERIDGE RAMBLERS,61,07:00,08:02,10:55,11:25,12:07,15:40,16:20,18:42,21:06,Ret.,Ret.,Ret.,Retired
