NORTHERN STAR EXPLORERS TEAM 1,47,06:46,07:49,09:21,09:43,10:16,12:40,13:28,15:44,19:05,21:14,23:58,02:33,19:47
NORTHERN STAR EXPLORERS TEAM 2,48,06:46,07:51,09:27,09:45,10:27,12:39,13:28,15:51,19:05,21:14,23:58,02:33,19:47
ENDURANCE EXPLORERS B,55,06:54,07:54,09:24,09:44,10:23,13:17,14:14,16:51,19:35,21:32,00:18,02:50,19:56
ENDURANCE EXPLORERS B,38,06:36,07:38,09:27,09:51,10:30,13:44,14:22,16:51,19:35,21:32,00:16,02:50,20:14
BANSTEAD DISTRICT A,10,06:08,07:10,08:47,09:16,13:40,13:40,14:36,17:13,19:45,21:28,00:27,02:26,20:18
TI 22,49,06:48,08:01,09:43,10:07,10:58,14:02,15:04,17:38,20:30,22:17,01:11,03:16,20:28
1st DICKLEBURGH ST PETERS,39,06:38,07:45,09:30,09:54,10:48,14:00,14:59,17:38,20:30,22:17,01:11,03:16,20:38
FOR MICHAEL TEAM 2,24,06:22,07:32,09:24,09:50,10:39,14:23,15:04,17:38,20:30,22:17,01:11,03:16,20:54
BDS&E LEADERS,68,07:06,07:13,09:07,09:34,10:28,13:26,14:25,17:38,20:30,22:17,01:11,03:16,21:16
STONEBANKS,2,06:00,06:56,08:26,08:45,09:21,11:45,12:26,14:36,Ret.,Ret.,Ret.,Ret.,Retired
COOL WALKINGS,28,06:26,07:28,08:57,09:20,10:03,12:03,12:49,14:59,Ret.,Ret.,Ret.,Ret.,Retired
SPALDING STROLLERS,56,06:14,07:23,09:06,09:33,10:12,13:15,13:55,17:02,Ret.,Ret.,Ret.,Ret.,Retired
77 CROWS,90,07:28,08:30,10:08,10:34,11:17,14:05,14:55,Ret.,Ret.,Ret.,Ret.,Ret.,Retired
INTERSTELLAR BOGHOPPERS,83,07:22,08:30,10:22,10:49,11:41,14:58,Ret.,Ret.,Ret.,Ret.,Ret.,Ret.,Retired
